s,count
3123,4
3125,3
3126,2
3127,7
3128,2
3129,4
3130,3
3131,3
3132,3
3133,1
3134,2
3135,3
3136,6
3137,6
3138,4
3139,3
3140,1
3141,2
3142,4
3143,6
3144,7
3145,7
3146,10
3147,10
3148,6
3149,9
3150,6
3151,5
3152,7
3153,8
3154,5
3155,8
3156,7
3157,10
3158,7
3159,5
3160,5
3161,6
3162,10
3163,9
3164,11
3165,9
3166,8
3167,7
3168,5
3169,6
3170,8
3171,8
3172,3
3173,7
3174,5
3175,6
3176,7
3177,4
3178,7
3179,7
3180,8
3181,6
3182,5
3183,4
3184,5
3185,3
3186,3
3187,2
3188,1
3189,4
3190,7
3191,3
3192,1
3193,4
3194,4
3195,8
3196,6
3197,4
3198,6
3199,6
3200,6
3201,4
3202,2
3203,5
3204,6
3205,10
3206,8
3207,10
3208,5
3209,4
3210,2
3211,4
3212,6
3213,6
3214,8
3215,7
3216,2
3217,3
3218,6
3219,5
3220,4
3221,5
3222,6
3223,7
3224,7
3225,9
3226,7
3227,4
3228,4
3229,8
3230,6
3231,4
3232,5
3233,4
3234,7
3235,6
3236,5
3237,7
3238,8
3239,5
3240,5
3241,6
3242,4
3243,6
3244,5
3245,4
3246,4
3247,3
3248,5
3249,7
3250,6
3251,6
3252,7
3253,8
3254,8
3255,7
3256,5
3257,5
3258,5
3259,4
3260,6
3261,10
3262,7
3263,2
3264,7
3265,5
3266,6
3267,6
3268,8
3269,7
3270,5
3271,5
3272,5
3273,4
3274,3
3275,4
3276,6
3277,5
3278,6
3279,11
3280,7
3281,4
3282,6
3283,8
3284,8
3285,7
3286,7
3287,4
3288,12
3289,10
3290,6
3291,9
3292,10
3293,7
3294,6
3295,7
3296,8
3297,9
3298,5
3299,2
3300,4
3301,6
3302,6
3303,5
3304,2
3305,3
3306,8
3307,8
3308,7
3309,7
3310,9
3311,9
3312,4
3313,5
3314,6
3315,7
3316,4
3317,7
3318,3
3319,3
3320,4
3321,7
3322,8
3323,7
3324,3
3325,5
3326,4
3327,2
3328,3
3329,1
3330,4
3331,7
3332,5
3333,4
3334,5
3335,4
3336,7
3337,5
3338,6
3339,6
3340,3
3341,6
3342,7
3343,6
3344,5
3345,4
3346,9
3347,8
3348,6
3349,9
3350,2
3351,4
3352,3
3353,6
3354,4
3355,4
3356,4
3357,8
3358,3
3359,4
3360,5
3361,5
3362,4
3363,2
3364,7
3365,6
3366,8
3367,4
3368,4
3369,3
3370,1
3371,4
3372,2
3373,6
3374,2
3375,1
3376,1
3377,6
3378,3
3379,2
3380,7
3381,7
3382,5
3383,9
3384,6
3385,2
3386,3
3387,4
3388,4
3389,6
3390,3
3391,5
3392,5
3393,2
3394,1
3395,4
3396,6
3397,4
3398,3
3401,4
3402,4
3403,4
3404,4
3405,4
3406,4
3407,5
3408,3
3409,4
3410,5
3411,7
3412,5
3413,3
3414,5
3415,2
3416,4
3417,3
3418,4
3419,6
3420,6
3421,4
3422,8
3423,6
3424,5
3425,4
3426,5
3427,3
3428,8
3429,5
3430,4
3431,3
3432,4
3433,3
3434,4
3435,2
3436,5
3437,7
3438,4
3439,5
3440,7
3441,4
3442,4
3443,6
3444,5
3445,10
3446,7
3447,3
3448,9
3449,11
3450,10
3451,12
3452,7
3453,4
3454,5
3455,4
3456,4
3457,7
3458,11
3459,8
3460,7
3461,7
3462,10
3463,12
3464,7
3465,4
3466,5
3467,7
3468,6
3469,5
3470,8
3471,8
3472,7
3473,7
3474,5
3475,6
3476,6
3477,5
3478,6
3479,7
3480,6
3481,3
3482,2
3483,1
3484,8
3485,5
3486,2
3487,4
3488,5
3489,4
3490,5
3491,7
3492,11
3493,5
3494,1
3495,4
3496,6
3497,5
3498,4
3499,6
3500,9
3501,6
3502,6
3503,5
3504,6
3505,9
3506,5
3507,7
3508,7
3509,7
3510,3
3511,5
3512,3
3513,5
3514,6
3515,4
3516,4
3517,6
3518,5
3519,7
3520,4
3521,3
3522,2
3523,3
3524,2
3525,4
3526,2
3527,2
3528,1
3529,4
3530,2
3531,1
3532,2
3533,2
3534,3
3535,5
3536,4
3537,5
3538,5
3539,5
3540,7
3541,2
3542,2
3543,2
3544,2
3545,3
3546,2
3547,4
3548,5
3549,8
3550,7
3551,3
3552,3
3553,4
3554,3
3555,10
3556,8
3557,8
3558,9
3559,5
3560,5
3561,7
3562,7
3563,10
3564,7
3565,5
3566,4
3567,5
3568,8
3569,7
3570,6
3571,7
3572,6
3573,9
3574,8
3575,9
3576,5
3577,8
3578,9
3579,6
3580,6
3581,6
3582,6
3583,4
3584,3
3585,2
3586,2
3587,4
3588,6
3589,3
3590,6
3591,4
3592,4
3593,2
3594,3
3595,2
3596,2
3597,6
3598,7
3599,5
3600,9
3601,2
3602,3
3603,1
3604,1
3605,2
3606,4
3607,4
3608,4
3609,7
3610,7
3611,5
3612,4
3613,3
3614,1
3615,1
3616,3
3617,4
3618,3
3619,6
3620,1
3621,3
3622,2
3623,2
3624,5
3625,6
3626,3
3627,3
3628,1
3629,3
3630,2
3631,3
3632,2
3633,2
3634,2
3635,2
3636,2
3637,2
3638,2
3639,2
3640,4
3641,3
3642,6
3643,6
3644,6
3645,2
3646,2
3647,4
3648,5
3649,4
3650,3
3651,4
3652,4
3653,4
3654,2
3655,2
3656,4
3657,2
3658,3
3659,4
3660,5
3661,2
3662,3
3663,7
3664,5
3665,5
3666,7
3667,8
3668,8
3669,6
3670,3
3671,5
3672,2
3673,7
3674,4
3675,5
3676,5
3677,5
3678,1
3679,1
3680,2
3681,5
3682,3
3683,4
3684,3
3685,3
3686,1
3687,5
3688,9
3689,4
3690,4
3691,3
3692,4
3693,5
3694,6
3695,6
3696,4
3697,4
3698,7
3699,7
3700,6
3701,5
3702,4
3703,4
3704,4
3705,5
3706,6
3707,7
3708,6
3709,3
3710,2
3711,4
3712,5
3713,5
3714,5
3715,8
3716,2
3717,2
3718,4
3719,3
3720,5
3721,5
3722,2
3723,2
3724,3
3725,3
3726,5
3727,1
3728,1
3729,2
3730,5
3731,5
3732,6
3733,4
3734,5
3735,5
3736,2
3737,3
3738,3
3739,5
3740,3
3741,5
3742,4
3743,5
3744,5
3745,5
3746,2
3748,1
3749,1
3750,3
3751,4
3752,3
3753,3
3754,2
3755,2
3756,1
3757,1
3758,1
3760,1
3761,2
3762,2
3763,1
3764,5
3765,5
3766,1
3767,1
3768,6
3769,3
3770,6
3771,6
3772,3
3773,4
3774,2
3775,3
3776,3
3777,3
3778,3
3779,3
3780,5
3781,8
3782,8
3783,3
3784,2
3785,2
3786,1
3787,3
3789,4
3790,3
3791,6
3792,2
3793,3
3794,2
3795,4
3796,4
3797,6
3798,5
3799,2
3800,2
3801,3
3802,3
3803,1
3804,5
3805,2
3806,6
3807,6
3808,5
3809,6
3810,8
3811,2
3812,3
3813,4
3814,6
3815,10
3816,6
3817,3
3818,2
3819,6
3820,4
3821,5
3822,6
3823,5
3824,6
3825,6
3826,5
3827,9
3828,6
3829,7
3830,4
3831,7
3832,9
3833,5
3834,9
3835,8
3836,2
3837,8
3838,4
3839,9
3840,8
3841,7
3842,5
3843,3
3844,7
3845,4
3846,5
3847,6
3848,5
3849,2
3850,4
3851,1
3852,3
3853,6
3854,6
3855,4
3856,5
3857,3
3858,2
3859,6
3860,7
3861,2
3862,3
3863,3
3864,6
3865,5
3866,4
3867,6
3868,5
3869,6
3870,5
3871,5
3872,3
3873,7
3874,8
3875,8
3876,5
3877,5
3878,7
3879,7
3880,5
3881,6
3882,6
3883,9
3884,7
3885,6
3886,3
3887,4
3888,5
3889,7
3890,5
3891,7
3892,7
3893,8
3894,7
3895,6
3896,9
3897,8
3898,3
3899,3
3900,4
3901,7
3902,3
3903,3
3904,3
3905,5
3906,1
3907,2
3908,3
3909,1
3910,2
3911,3
3912,9
3913,7
3914,3
3915,2
3916,2
3917,3
3918,3
3919,3
3920,3
3921,5
3922,4
3923,4
3924,4
3925,5
3926,6
3927,3
3928,4
3929,4
3930,2
3931,3
3932,3
3933,4
3934,3
3935,1
3936,3
3937,1
3938,5
3939,4
3940,7
3941,7
3942,6
3943,7
3944,4
3945,4
3946,4
3947,3
3948,3
3949,2
3950,3
3951,4
3952,4
3953,2
3954,2
3955,3
3956,3
3957,1
3958,4
3959,3
3960,3
3961,3
3962,1
3963,3
3964,3
3965,4
3966,5
3967,1
3968,2
3969,2
3970,2
3971,4
3972,3
3973,3
3974,7
3975,3
3976,2
3977,4
3978,2
3979,4
3980,6
3981,4
3982,1
3983,4
3984,5
3985,7
3986,8
3987,8
3988,6
3989,3
3990,4
3991,2
3992,2
3993,3
3994,1
3995,2
3996,5
3997,3
3998,5
3999,7
4000,4
4001,1
4002,2
4003,4
4004,2
4005,1
4006,4
4007,3
4008,4
4009,6
4010,3
4011,5
4012,2
4013,1
4014,3
4015,1
4016,5
4017,6
4018,7
4020,1
4021,3
4022,3
4023,1
4024,1
4025,1
4026,1
4027,1
4028,3
4029,4
4030,5
4031,4
4032,1
4033,3
4034,2
4035,5
4036,3
4037,4
4038,1
4039,2
4040,1
4041,6
4042,6
4043,1
4044,2
4045,4
4046,5
4047,3
4048,2
4049,1
4050,1
4051,4
4052,7
4053,3
4054,4
4055,7
4056,3
4057,5
4058,4
4059,2
4060,5
4061,4
4062,3
4063,4
4064,4
4065,6
4066,7
4067,4
4068,3
4069,4
4070,2
4071,3
4072,2
4073,3
4074,4
4075,3
4076,4
4077,3
4078,2
4079,2
4080,1
4081,4
4082,4
4083,2
4084,1
4085,3
4086,2
4087,3
4088,7
4089,7
4090,4
4091,7
4092,5
4093,5
4094,2
4095,5
4096,5
4097,7
4098,4
4099,4
4101,3
4102,6
4103,5
4104,6
4105,3
4106,5
4107,6
4108,4
4109,5
4110,6
4111,4
4112,2
4113,3
4114,5
4115,4
4116,6
4117,5
4118,5
4119,3
4120,3
4121,1
4122,1
4123,4
4124,2
4125,1
4126,1
4127,3
4128,2
4129,2
4130,6
4131,7
4132,3
4133,3
4134,3
4135,4
4136,3
4137,7
4138,4
4139,4
4140,5
4141,4
4142,6
4143,3
4144,4
4145,2
4146,4
4147,4
4148,1
4149,2
4150,2
4151,4
4152,3
4153,1
4154,2
4155,3
4156,2
4157,3
4158,4
4159,1
4160,1
4161,2
4162,4
4163,4
4164,4
4165,2
4166,2
4167,2
4168,3
4169,4
4170,6
4171,4
4172,4
4173,5
4174,2
4175,3
4176,4
4177,2
4178,6
4179,4
4180,4
4181,4
4182,7
4183,7
4184,4
4185,5
4186,4
4187,4
4188,2
4189,1
4190,3
4191,3
4192,2
4193,4
4194,2
4195,2
4196,2
4198,2
4199,3
4200,2
4201,3
4202,3
4203,3
4204,3
4205,5
4206,3
4207,2
4208,4
4209,3
4210,1
4212,6
4213,3
4214,1
4215,2
4216,4
4217,3
4218,3
4219,2
4220,2
4221,1
4222,1
4223,2
4224,2
4225,5
4226,3
4227,4
4229,2
4230,3
4231,1
4232,1
4233,4
4234,4
4235,3
4236,2
4237,4
4238,6
4239,3
4240,2
4241,2
4242,2
4243,2
4244,3
4245,3
4246,2
4247,4
4248,3
4249,5
4250,4
4251,2
4252,1
4253,2
4254,2
4255,3
4256,2
4257,6
4258,4
4259,5
4260,6
4261,6
4262,5
4263,3
4264,2
4265,2
4266,1
4267,2
4268,3
4269,4
4270,3
4271,2
4272,1
4274,1
4275,2
4276,1
4277,5
4278,1
4279,1
4280,2
4281,3
4282,4
4283,3
4284,1
4285,3
4286,3
4287,2
4288,1
4289,1
4290,4
4291,5
4292,1
4293,1
4294,2
4295,1
4297,2
4298,4
4299,5
4300,4
4301,4
4302,3
4303,2
4304,2
4305,1
4306,3
4307,2
4308,4
4309,3
4310,2
4311,3
4312,4
4313,2
4314,2
4315,2
4316,2
4317,4
4319,1
4320,4
4321,3
4322,4
4323,1
4324,1
4325,4
4326,7
4327,4
4328,5
4329,5
4330,3
4331,3
4332,6
4333,4
4334,2
4335,4
4336,4
4337,5
4338,5
4339,4
4340,3
4341,4
4342,7
4343,9
4344,8
4345,6
4346,3
4347,3
4348,3
4349,2
4350,3
4351,1
4352,2
4353,3
4354,2
4355,2
4356,5
4357,6
4358,8
4359,7
4360,5
4361,4
4362,4
4363,5
4364,1
4365,4
4366,5
4367,3
4368,2
4369,4
4370,2
4371,2
4372,2
4373,2
4374,5
4375,4
4376,2
4377,3
4378,1
4379,2
4380,4
4381,3
4383,2
4385,2
4386,1
4387,1
4388,2
4389,5
4390,2
4391,3
4392,3
4393,2
4394,5
4395,2
4396,4
4397,2
4398,2
4399,2
4400,4
4401,1
4402,2
4403,1
4404,2
4405,4
4406,5
4407,3
4408,4
4409,3
4410,3
4411,4
4412,3
4413,1
4414,1
4416,2
4417,2
4418,3
4419,5
4420,7
4421,4
4422,1
4424,2
4425,2
4426,2
4427,3
4428,5
4429,4
4430,3
4431,1
4432,3
4433,3
4434,2
4435,2
4436,3
4437,5
4438,3
4439,1
4440,1
4441,1
4442,2
4443,4
4444,4
4445,4
4446,4
4447,1
4448,1
4449,3
4450,3
4451,3
4452,2
4453,3
4454,5
4455,5
4456,6
4457,5
4458,2
4459,2
4460,3
4461,5
4462,5
4463,4
4464,4
4465,6
4466,5
4467,4
4468,3
4469,2
4470,4
4471,4
4472,6
4473,5
4474,5
4475,5
4476,4
4477,7
4478,10
4479,8
4480,7
4481,4
4482,5
4483,5
4484,5
4485,6
4486,6
4487,7
4488,3
4489,6
4490,6
4491,4
4492,4
4493,5
4494,6
4495,1
4496,2
4497,2
4498,1
4499,2
4500,2
4501,3
4502,2
4503,4
4504,3
4505,3
4506,5
4507,5
4508,3
4509,2
4510,2
4511,1
4512,3
4513,2
4514,7
4515,3
4516,2
4517,3
4518,3
4520,2
4521,2
4522,4
4523,7
4524,7
4525,5
4526,4
4527,8
4528,8
4529,9
4530,5
4531,4
4532,2
4533,3
4534,4
4535,3
4536,5
4537,4
4538,3
4539,4
4540,3
4541,4
4542,2
4543,5
4544,3
4545,7
4546,6
4547,6
4548,4
4549,5
4550,4
4551,4
4552,2
4553,4
4554,7
4555,3
4556,2
4557,1
4558,4
4559,4
4560,2
4561,4
4562,3
4563,5
4564,1
4565,1
4566,5
4567,4
4568,4
4569,2
4570,3
4571,3
4572,2
4573,3
4574,2
4575,3
4577,1
4578,1
4579,2
4580,4
4581,6
4582,4
4583,4
4584,4
4585,2
4586,4
4587,6
4588,6
4589,2
4590,1
4592,1
4593,4
4594,4
4595,2
4596,7
4597,9
4598,8
4599,4
4600,4
4601,5
4602,6
4603,5
4604,8
4605,4
4606,3
4607,1
4608,2
4609,2
4610,4
4611,6
4612,4
4613,3
4614,5
4615,7
4616,6
4617,4
4618,3
4619,5
4620,2
4621,3
4622,4
4623,4
4624,5
4625,4
4626,1
4627,2
4628,2
4629,3
4630,1
4631,2
4632,3
4633,4
4634,3
4635,1
4636,3
4637,4
4638,3
4639,4
4640,4
4641,3
4642,5
4643,4
4644,2
4645,4
4646,7
4647,7
4648,4
4649,2
4650,3
4651,4
4652,4
4653,4
4654,5
4655,3
4656,3
4657,4
4658,5
4659,3
4660,5
4661,8
4662,6
4663,3
4664,2
4665,2
4666,1
4667,2
4668,3
4669,3
4670,1
4672,3
4673,1
4674,3
4675,3
4676,2
4677,1
4678,3
4679,5
4680,5
4681,4
4682,4
4683,8
4684,8
4685,4
4686,5
4687,6
4688,6
4689,6
4690,7
4691,8
4692,6
4693,5
4694,4
4695,7
4696,6
4697,6
4698,2
4699,5
4700,3
4701,3
4702,4
4703,2
4704,2
4705,1
4706,2
4707,2
4708,2
4709,4
4710,3
4711,1
4712,1
4713,2
4714,2
4716,1
4717,3
4718,2
4719,3
4720,1
4721,1
4722,2
4723,3
4724,2
4725,3
4727,2
4728,2
4729,3
4730,3
4731,3
4733,2
4734,1
4735,4
4736,1
4739,1
4740,2
4741,2
4742,2
4743,2
4744,2
4745,3
4746,5
4747,3
4748,3
4749,4
4750,3
4751,1
4752,2
4753,3
4754,1
4755,2
4756,5
4757,7
4758,7
4759,3
4760,2
4761,3
4762,6
4763,6
4764,5
4765,3
4766,4
4767,2
4768,2
4769,4
4770,4
4771,5
4772,3
4773,1
4775,1
4776,3
4777,5
4778,5
4779,5
4780,4
4781,5
4782,4
4783,2
4784,3
4785,4
4786,3
4787,2
4788,1
4790,1
4792,4
4793,2
4794,1
4795,1
4796,1
4797,2
4798,3
4799,1
4800,3
4801,2
4802,2
4803,2
4804,5
4805,3
4806,6
4807,1
4808,1
4809,3
4810,1
4811,1
4812,3
4813,4
4814,5
4815,6
4816,4
4817,2
4818,2
4819,1
4820,1
4821,1
4822,3
4823,4
4824,7
4825,3
4826,2
4827,1
4829,2
4830,1
4831,3
4832,4
4833,4
4834,3
4835,3
4836,1
4837,1
4838,2
4839,3
4840,5
4841,4
4842,6
4843,4
4844,3
4845,3
4846,6
4847,3
4848,4
4849,3
4850,3
4851,1
4852,4
4853,4
4854,6
4855,4
4857,1
4858,1
4859,2
4860,2
4861,4
4862,2
4863,6
4864,3
4865,1
4866,2
4867,4
4868,3
4869,3
4870,5
4871,2
4872,1
4873,1
4874,3
4875,1
4878,2
4879,2
4880,2
4881,3
4882,3
4883,6
4884,6
4885,3
4886,3
4887,4
4888,3
4889,3
4890,3
4891,3
4892,3
4893,4
4894,1
4895,4
4896,5
4897,3
4898,4
4899,1
4900,3
4901,3
4902,5
4903,3
4904,4
4905,6
4906,7
4907,6
4908,5
4909,6
4910,5
4911,1
4912,1
4913,2
4914,3
4915,2
4916,3
4917,4
4918,7
4919,5
4920,7
4921,4
4922,6
4923,5
4924,6
4925,3
4926,1
4927,2
4928,4
4929,2
4930,1
4932,1
4933,4
4934,2
4935,1
4939,1
4941,2
4942,1
4943,2
4944,4
4945,3
4946,1
4947,2
4948,1
4949,4
4950,5
4951,1
4952,3
4953,3
4954,3
4955,1
4956,1
4957,1
4958,3
4959,3
4960,3
4961,3
4962,1
4964,1
4965,4
4966,1
4968,2
4969,4
4970,4
4971,2
4972,1
4973,2
4974,3
4975,2
4976,3
4977,5
4978,5
4979,4
4980,4
4981,5
4982,4
4983,3
4984,5
4985,4
4986,3
4987,4
4988,3
4989,6
4990,8
4991,7
4992,6
4993,5
4994,2
4995,3
4996,3
4997,3
4998,4
4999,4
5000,2
5001,4
5002,4
5003,4
5004,1
5005,2
5008,1
5009,1
5010,1
5012,3
5013,5
5014,5
5015,2
5016,2
5017,5
5018,2
5019,1
5020,1
5021,6
5022,4
5023,2
5024,1
5025,3
5026,2
5027,2
5028,1
5029,3
5030,5
5031,3
5032,4
5033,4
5034,4
5035,8
5036,3
5037,3
5038,3
5039,4
5040,4
5041,4
5042,4
5043,3
5044,2
5045,1
5046,1
5047,2
5049,2
5050,2
5051,1
5052,2
5053,4
5054,1
5055,3
5056,3
5057,4
5058,1
5059,1
5060,1
5061,3
5062,9
5063,8
5064,6
5065,5
5066,4
5067,4
5068,1
5069,2
5070,3
5071,3
5072,1
5073,1
5075,3
5076,3
5077,4
5081,1
5082,2
5083,2
5084,5
5085,3
5086,3
5087,3
5088,1
5089,1
5090,3
5091,3
5092,3
5093,3
5094,3
5095,3
5096,3
5097,3
5098,4
5099,4
5100,4
5101,5
5102,4
5103,1
5104,3
5105,1
5106,1
5107,2
5108,2
5109,2
5110,2
5111,4
5112,1
5113,3
5114,2
5115,2
5116,3
5117,4
5118,2
5119,3
5120,3
5121,1
5122,4
5124,4
5125,3
5126,3
5127,4
5128,1
5129,2
5130,2
5131,2
5132,3
5133,3
5134,3
5135,1
5136,3
5137,1
5138,2
5139,2
5140,6
5141,3
5142,2
5144,3
5145,3
5146,4
5147,4
5148,4
5149,2
5150,4
5151,3
5152,3
5153,3
5154,5
5155,3
5156,4
5157,5
5158,9
5159,9
5160,6
5161,3
5162,4
5163,2
5164,3
5165,4
5166,4
5167,2
5168,4
5169,3
5170,1
5171,2
5172,3
5173,3
5174,3
5175,2
5176,5
5177,5
5178,4
5179,2
5180,1
5181,2
5182,3
5183,4
5184,3
5185,2
5186,4
5187,5
5188,3
5189,2
5190,2
5191,3
5192,3
5193,2
5194,1
5195,1
5196,1
5197,1
5198,4
5199,3
5200,2
5201,4
5202,3
5203,4
5204,4
5205,5
5206,3
5207,2
5208,4
5209,4
5210,4
5211,3
5212,6
5213,5
5214,4
5215,3
5216,4
5217,2
5218,3
5219,2
5220,1
5221,1
5222,4
5223,3
5224,2
5225,1
5226,1
5227,2
5228,2
5229,3
5230,2
5231,2
5232,7
5233,6
5234,4
5235,6
5236,5
5237,3
5238,1
5239,2
5240,2
5241,3
5242,7
5243,2
5244,4
5245,3
5246,4
5247,1
5248,1
5249,1
5250,2
5251,3
5252,1
5253,2
5254,2
5256,1
5257,3
5258,2
5262,4
5263,2
5265,1
5267,3
5268,1
5269,3
5270,2
5271,2
5272,2
5273,2
5274,3
5277,2
5278,3
5279,2
5280,1
5281,2
5282,1
5283,3
5284,4
5285,8
5286,4
5287,2
5288,1
5289,2
5290,3
5291,2
5292,1
5293,3
5294,1
5295,1
5296,2
5297,2
5299,2
5300,1
5301,3
5302,5
5303,2
5304,1
5305,4
5306,4
5307,4
5308,3
5309,2
5310,4
5311,3
5312,3
5313,3
5314,4
5315,2
5316,4
5317,1
5318,3
5319,2
5320,1
5322,2
5323,1
5324,3
5325,3
5326,1
5327,1
5328,3
5329,3
5330,2
5331,2
5332,3
5333,3
5334,3
5335,4
5336,5
5337,3
5338,3
5339,1
5340,3
5341,2
5342,2
5343,4
5344,4
5345,3
5346,3
5347,3
5348,6
5349,3
5350,1
5351,2
5352,1
5356,2
5357,2
5358,3
5359,3
5360,4
5361,2
5362,4
5363,4
5364,4
5365,2
5366,5
5367,1
5368,1
5369,1
5370,1
5371,4
5372,3
5373,3
5374,4
5375,3
5376,1
5377,1
5378,2
5379,8
5380,6
5381,3
5382,3
5383,1
5384,3
5385,2
5386,2
5387,2
5388,4
5389,4
5390,5
5391,5
5392,3
5393,1
5394,2
5395,3
5396,7
5397,6
5398,1
5399,1
5400,2
5401,5
5402,5
5403,2
5405,1
5406,1
5407,2
5408,5
5409,2
5410,3
5411,3
5412,1
5413,3
5414,4
5415,2
5416,3
5417,3
5418,3
5419,3
5420,4
5421,3
5422,2
5423,1
5424,3
5425,2
5426,2
5427,1
5428,1
5430,1
5431,2
5432,2
5433,2
5434,1
5436,1
5437,3
5438,4
5439,2
5440,2
5441,1
5442,2
5443,1
5444,1
5445,2
5446,4
5447,3
5448,1
5449,4
5450,2
5451,2
5452,1
5453,2
5454,4
5455,5
5456,4
5457,2
5458,2
5459,5
5460,5
5461,5
5462,5
5463,2
5464,2
5465,5
5466,5
5467,6
5468,2
5469,4
5470,3
5471,1
5472,3
5473,4
5474,6
5475,4
5476,6
5477,3
5478,3
5479,2
5480,1
5482,1
5484,1
5485,4
5486,4
5487,2
5488,3
5489,1
5490,2
5491,2
5492,2
5493,4
5494,5
5495,2
5496,1
5497,1
5498,3
5499,1
5500,3
5501,3
5502,3
5503,1
5504,2
5505,2
5506,2
5507,1
5508,2
5509,2
5510,2
5511,4
5512,3
5513,3
5514,3
5516,2
5517,3
5518,2
5519,3
5520,3
5522,2
5523,2
5524,4
5525,4
5526,4
5527,3
5528,3
5529,1
5530,4
5531,1
5532,2
5533,1
5534,2
5535,1
5536,3
5537,5
5538,3
5539,1
5540,1
5541,1
5542,2
5543,1
5544,1
5545,2
5546,2
5547,3
5548,3
5549,2
5550,4
5551,4
5552,2
5553,3
5554,2
5555,1
5557,1
5560,2
5561,2
5562,4
5563,1
5564,1
5570,1
5571,2
5576,1
5578,1
5579,3
5580,2
5581,3
5582,1
5583,1
5584,1
5585,1
5586,2
5587,1
5589,2
5590,1
5591,3
5592,2
5593,2
5595,1
5596,3
5597,2
5598,1
5599,2
5600,3
5601,5
5602,5
5603,8
5604,3
5605,1
5608,2
5609,2
5610,1
5612,2
5613,3
5614,3
5615,2
5616,2
5617,2
5618,1
5619,1
5620,1
5621,1
5622,2
5623,3
5624,2
5625,3
5626,2
5627,1
5628,2
5629,2
5630,2
5631,3
5632,3
5633,4
5634,1
5635,1
5636,2
5637,3
5638,4
5639,2
5643,3
5644,4
5645,3
5646,2
5647,3
5648,4
5649,3
5650,1
5651,1
5652,5
5653,3
5654,1
5655,1
5656,4
5657,5
5658,7
5659,3
5660,3
5661,1
5662,1
5664,3
5665,1
5666,2
5667,1
5668,1
5669,1
5670,2
5672,1
5673,1
5674,4
5675,2
5676,1
5677,1
5678,1
5679,1
5680,3
5681,2
5682,2
5683,1
5684,1
5686,2
5687,3
5688,4
5689,5
5690,8
5691,3
5692,3
5693,5
5694,6
5695,6
5696,3
5697,1
5698,1
5699,3
5700,5
5701,3
5702,3
5703,4
5704,1
5705,1
5706,2
5707,3
5708,3
5709,5
5710,4
5711,8
5712,6
5713,7
5714,5
5715,4
5716,3
5717,2
5718,2
5719,1
5720,1
5721,2
5722,3
5723,2
5724,4
5725,3
5726,1
5727,2
5728,3
5729,3
5730,4
5731,4
5732,4
5733,2
5735,1
5737,2
5738,3
5739,2
5740,2
5741,4
5742,1
5744,3
5745,5
5746,4
5747,4
5748,4
5749,4
5750,2
5751,3
5752,2
5753,6
5754,5
5755,5
5756,4
5757,4
5758,3
5759,1
5760,1
5761,1
5763,2
5764,3
5765,3
5766,3
5767,2
5768,2
5769,4
5770,2
5771,2
5773,2
5774,2
5775,1
5776,1
5777,2
5779,1
5781,2
5782,1
5783,2
5784,1
5785,1
5786,1
5787,3
5788,4
5789,2
5790,1
5791,4
5792,2
5793,1
5795,1
5796,4
5797,3
5798,1
5799,1
5800,2
5801,3
5802,1
5803,2
5804,2
5806,1
5807,1
5808,2
5809,2
5812,1
5813,4
5814,3
5815,2
5816,2
5817,2
5818,2
5819,1
5820,1
5822,1
5823,4
5824,3
5825,2
5826,1
5827,2
5828,3
5829,2
5830,2
5831,3
5832,3
5833,2
5834,2
5835,3
5836,2
5837,2
5838,5
5839,5
5840,2
5841,3
5842,5
5843,8
5844,5
5845,8
5846,6
5847,7
5848,4
5849,4
5850,7
5851,6
5852,1
5853,3
5854,2
5856,1
5860,1
5862,2
5863,3
5864,2
5865,3
5866,2
5867,1
5868,2
5869,1
5870,3
5871,4
5872,2
5873,1
5874,1
5875,4
5876,4
5877,1
5878,1
5879,1
5880,2
5881,1
5882,4
5883,3
5884,2
5885,2
5886,2
5887,2
5888,1
5889,2
5890,2
5891,2
5892,2
5893,2
5894,5
5895,2
5896,3
5897,4
5898,4
5899,4
5900,2
5901,2
5902,3
5903,3
5904,2
5907,5
5908,4
5909,3
5910,3
5911,4
5912,3
5913,5
5914,3
5915,3
5916,4
5917,1
5918,1
5919,1
5920,3
5921,3
5922,4
5923,5
5924,4
5925,5
5926,3
5927,1
5928,2
5929,2
5930,3
5931,3
5933,2
5934,2
5935,2
5936,3
5937,5
5938,3
5939,2
5940,5
5941,4
5942,3
5943,3
5944,1
5945,3
5946,2
5948,1
5949,1
5950,5
5951,5
5952,1
5953,1
5955,2
5956,4
5957,6
5958,6
5959,6
5960,2
5961,1
5962,5
5963,5
5964,7
5965,3
5966,2
5967,3
5968,3
5969,5
5970,6
5971,5
5972,3
5974,1
5975,1
5976,2
5979,1
5980,2
5981,3
5982,5
5983,1
5984,4
5988,3
5989,3
5990,1
5996,1
5997,3
5998,1
5999,1
6000,2
6001,3
6003,1
6006,2
6007,3
6008,1
6009,1
6013,1
6014,1
6015,2
6016,1
6017,3
6018,2
6019,1
6020,2
6021,1
6022,1
6023,1
6024,2
6025,4
6026,5
6027,3
6030,2
6031,3
6032,3
6033,2
6034,3
6035,2
6037,2
6038,3
6039,2
6040,1
6041,1
6042,1
6043,1
6044,1
6045,4
6046,3
6047,3
6048,1
6049,1
6051,1
6052,2
6053,3
6054,1
6057,2
6063,2
6064,1
6067,1
6068,1
