s,count
6069,2
6070,1
6071,2
6072,1
6073,1
6074,1
6075,1
6076,2
6077,1
6079,1
6081,2
6082,1
6084,1
6086,2
6087,3
6088,4
6089,3
6090,6
6091,3
6093,1
6094,3
6095,2
6096,2
6097,2
6098,1
6099,3
6100,3
6101,2
6102,2
6104,2
6105,3
6106,3
6107,2
6108,1
6109,4
6110,2
6111,2
6112,2
6113,2
6114,2
6115,4
6116,2
6117,2
6118,3
6119,4
6120,4
6121,4
6122,4
6123,3
6124,1
6125,3
6126,3
6127,5
6128,3
6129,2
6130,1
6131,4
6132,3
6133,4
6134,1
6135,3
6136,2
6137,2
6138,1
6139,3
6140,5
6141,2
6142,1
6145,1
6146,4
6147,4
6148,4
6149,5
6150,2
6151,2
6153,1
6154,2
6155,2
6158,1
6160,2
6162,1
6163,1
6164,2
6165,2
6166,3
6167,2
6168,3
6169,2
6170,2
6171,2
6172,1
6173,3
6174,2
6177,1
6178,1
6179,1
6180,3
6181,4
6182,3
6183,5
6184,6
6185,5
6186,2
6187,3
6188,3
6189,3
6191,5
6192,4
6194,2
6195,1
6196,2
6197,1
6198,1
6199,2
6200,2
6201,3
6202,1
6205,2
6207,1
6209,2
6210,1
6213,1
6214,1
6215,1
6216,2
6218,1
6219,2
6220,2
6221,2
6222,3
6223,4
6224,2
6225,1
6226,2
6227,4
6228,1
6231,1
6232,3
6233,2
6234,3
6235,2
6238,3
6239,4
6240,3
6241,3
6242,1
6245,2
6246,4
6247,4
6248,5
6249,3
6250,1
6253,2
6254,1
6255,1
6256,1
6258,1
6259,1
6260,2
6261,2
6262,2
6263,4
6264,4
6265,1
6266,1
6267,1
6268,3
6269,2
6271,2
6272,2
6273,5
6274,3
6275,2
6276,3
6277,5
6278,2
6279,4
6280,3
6281,4
6282,1
6283,2
6285,1
6286,1
6288,1
6289,2
6290,2
6291,3
6292,2
6293,3
6294,5
6295,6
6296,2
6297,2
6298,2
6301,1
6302,1
6303,1
6307,4
6308,3
6309,2
6310,2
6311,4
6312,4
6313,3
6314,3
6315,3
6316,4
6317,3
6318,1
6320,2
6321,2
6322,2
6323,2
6324,2
6326,1
6327,1
6328,2
6329,1
6333,1
6334,1
6335,1
6336,1
6337,1
6338,3
6339,1
6340,3
6341,4
6342,7
6343,3
6344,2
6345,2
6346,3
6347,2
6348,1
6349,1
6350,2
6351,4
6352,3
6353,3
6354,2
6355,2
6356,2
6357,2
6358,1
6359,1
6360,1
6361,1
6362,2
6363,2
6364,2
6365,3
6366,1
6367,2
6369,1
6370,1
6371,2
6372,2
6373,3
6374,1
6375,2
6376,2
6377,3
6381,2
6382,2
6383,2
6384,2
6385,2
6386,1
6387,2
6388,3
6389,4
6390,6
6391,3
6392,3
6393,1
6394,2
6395,5
6396,2
6397,1
6399,1
6400,1
6402,1
6403,1
6404,2
6405,1
6406,1
6407,1
6408,2
6409,1
6410,3
6411,2
6415,1
6416,1
6417,2
6419,5
6420,4
6421,3
6422,3
6423,4
6424,4
6425,1
6426,1
6428,1
6429,1
6430,1
6431,2
6432,2
6433,3
6434,1
6436,1
6437,4
6438,3
6439,3
6440,3
6441,2
6442,2
6443,4
6444,1
6446,1
6448,1
6449,1
6450,4
6453,1
6455,1
6456,1
6458,1
6459,2
6460,1
6461,2
6462,2
6463,1
6464,3
6465,2
6466,1
6467,3
6468,4
6469,4
6470,5
6471,1
6472,2
6473,3
6474,3
6475,1
6476,3
6477,3
6478,2
6479,1
6480,2
6481,3
6482,2
6483,1
6485,2
6486,2
6487,2
6488,2
6489,2
6490,1
6491,1
6492,1
6493,1
6494,2
6495,1
6497,1
6498,1
6499,3
6500,1
6501,1
6502,1
6503,1
6504,3
6505,2
6506,2
6507,4
6508,3
6509,4
6510,2
6511,4
6512,4
6513,3
6514,4
6515,4
6516,2
6517,5
6518,2
6519,4
6520,8
6521,4
6522,4
6523,2
6524,1
6525,1
6526,3
6527,5
6528,4
6529,2
6530,3
6531,3
6532,1
6533,1
6534,3
6535,5
6536,3
6537,1
6538,3
6539,3
6540,2
6541,1
6542,1
6544,2
6545,2
6546,3
6547,1
6548,3
6549,3
6550,2
6551,2
6552,2
6553,2
6554,2
6555,2
6556,2
6557,1
6558,1
6559,1
6560,2
6561,5
6562,1
6563,1
6564,1
6565,4
6566,4
6567,2
6568,4
6569,3
6570,2
6571,4
6572,1
6573,1
6574,2
6575,2
6576,1
6577,4
6578,1
6580,2
6581,2
6582,2
6583,4
6584,2
6588,3
6589,3
6590,1
6591,2
6592,3
6593,2
6594,1
6595,1
6596,3
6597,2
6598,3
6599,2
6600,3
6602,1
6603,1
6604,2
6605,2
6606,1
6607,4
6608,1
6609,3
6610,3
6611,2
6612,3
6614,2
6615,2
6616,3
6617,3
6618,5
6619,4
6620,1
6621,3
6622,1
6623,3
6624,3
6625,3
6626,5
6627,3
6628,2
6629,2
6631,2
6632,1
6633,2
6636,2
6637,2
6638,3
6639,1
6640,1
6642,1
6643,1
6646,3
6647,2
6648,1
6649,1
6651,2
6652,3
6653,4
6654,3
6655,2
6656,1
6657,2
6658,4
6659,4
6660,2
6661,6
6662,4
6663,5
6664,5
6665,4
6666,2
6667,1
6668,3
6669,5
6670,1
6671,1
6672,3
6673,2
6674,1
6675,1
6676,2
6677,2
6678,2
6679,2
6680,2
6681,3
6682,3
6683,2
6684,2
6685,2
6687,1
6688,2
6689,1
6690,1
6694,2
6695,2
6696,2
6697,1
6698,2
6699,3
6700,5
6701,1
6703,1
6704,2
6705,4
6706,2
6712,3
6713,4
6714,2
6715,1
6716,1
6717,1
6720,1
6721,1
6724,1
6725,5
6726,4
6727,4
6728,2
6729,2
6730,2
6731,1
6732,1
6733,2
6734,2
6735,1
6738,1
6739,2
6740,1
6741,3
6743,2
6744,2
6745,3
6746,1
6747,1
6748,1
6749,2
6750,1
6751,1
6754,1
6756,1
6759,1
6760,4
6761,4
6762,3
6763,2
6764,1
6765,1
6766,1
6767,2
6768,3
6769,5
6770,3
6771,5
6772,5
6773,2
6774,1
6775,3
6776,4
6777,2
6779,1
6780,2
6781,2
6782,1
6783,1
6786,1
6790,2
6791,2
6792,4
6793,3
6794,4
6795,1
6796,2
6798,2
6799,2
6800,1
6801,1
6802,2
6803,4
6804,5
6805,1
6806,2
6808,2
6809,2
6810,3
6811,2
6812,1
6813,1
6814,2
6815,2
6816,2
6817,1
6818,1
6819,6
6820,3
6821,2
6823,3
6824,3
6825,1
6827,1
6828,3
6829,2
6830,2
6831,2
6832,1
6834,2
6836,1
6837,1
6838,2
6839,2
6840,3
6841,2
6842,1
6843,2
6844,2
6845,2
6846,2
6847,1
6848,1
6851,1
6853,1
6854,1
6858,1
6859,1
6861,1
6863,1
6864,1
6865,3
6866,2
6867,1
6868,1
6869,1
6870,3
6871,3
6872,4
6873,3
6874,4
6875,3
6876,3
6877,3
6878,2
6879,1
6880,2
6881,3
6882,2
6883,4
6884,2
6885,4
6886,2
6887,1
6888,1
6889,4
6890,4
6891,3
6892,1
6893,1
6894,5
6895,1
6896,1
6899,1
6900,1
6902,2
6906,1
6909,1
6910,1
6912,2
6913,2
6914,5
6915,4
6916,6
6917,3
6918,3
6919,1
6920,2
6921,3
6922,2
6923,2
6924,6
6925,3
6926,1
6929,2
6930,2
6931,2
6934,1
6935,1
6936,4
6937,3
6938,2
6939,1
6940,3
6941,2
6942,2
6943,1
6944,1
6945,1
6946,1
6947,1
6948,4
6949,4
6950,2
6951,4
6952,3
6953,1
6954,2
6955,3
6956,2
6957,2
6958,2
6959,1
6962,3
6963,4
6964,3
6965,2
6966,2
6967,3
6968,3
6969,3
6970,2
6971,2
6972,1
6973,3
6974,1
6975,2
6976,3
6977,1
6978,1
6979,1
6982,2
6983,3
6984,3
6985,2
6987,2
6988,1
6989,2
6990,1
6991,2
6995,1
6996,2
6997,4
6998,2
6999,1
7001,3
7002,1
7003,3
7004,3
7005,1
7006,2
7007,2
7008,3
7009,2
7012,1
7013,2
7014,3
7015,2
7016,3
7017,2
7018,2
7019,2
7020,2
7021,1
7022,2
7023,2
7024,3
7025,1
7026,1
7027,1
7028,4
7029,4
7030,4
7031,2
7032,2
7034,1
7035,3
7036,1
7037,3
7038,3
7039,3
7040,1
7041,1
7042,1
7043,1
7045,2
7046,3
7047,2
7048,1
7049,1
7051,3
7052,1
7053,3
7054,2
7055,1
7057,1
7058,2
7059,1
7061,1
7062,1
7063,2
7064,2
7065,1
7067,1
7068,1
7069,2
7070,2
7071,2
7072,2
7073,1
7074,1
7076,1
7077,2
7078,2
7079,2
7080,2
7081,3
7085,3
7086,3
7087,2
7088,3
7089,1
7090,2
7091,2
7092,2
7094,1
7096,3
7097,4
7098,3
7099,3
7100,3
7101,3
7102,3
7103,2
7104,3
7105,3
7106,4
7107,2
7108,4
7109,3
7110,5
7111,4
7112,4
7113,2
7114,2
7115,2
7116,3
7117,4
7118,3
7119,3
7120,1
7121,2
7122,2
7123,3
7124,2
7125,2
7126,2
7127,3
7128,1
7129,1
7130,1
7133,1
7134,3
7135,3
7136,2
7137,3
7138,2
7139,2
7140,2
7141,1
7142,2
7143,2
7144,2
7145,1
7146,1
7147,1
7148,1
7150,1
7151,1
7152,1
7153,1
7154,1
7155,3
7156,1
7157,1
7158,1
7159,1
7160,1
7161,2
7162,2
7164,1
7165,1
7166,2
7167,1
7168,1
7170,1
7171,5
7175,1
7176,1
7178,1
7179,1
7180,2
7181,2
7182,2
7183,4
7184,4
7185,4
7189,3
7190,1
7191,1
7192,1
7193,2
7194,2
7195,1
7196,1
7204,2
7205,3
7206,3
7207,1
7210,2
7211,2
7212,2
7213,2
7214,1
7215,2
7216,2
7218,1
7219,1
7221,1
7223,1
7224,2
7227,2
7228,3
7229,4
7230,3
7231,2
7232,2
7234,1
7235,2
7236,2
7237,1
7238,1
7239,2
7240,3
7241,1
7243,1
7244,1
7245,4
7246,3
7247,2
7248,1
7250,3
7251,1
7252,1
7253,1
7254,1
7255,1
7256,1
7257,1
7261,1
7262,3
7263,2
7264,2
7265,3
7266,2
7267,1
7268,3
7269,2
7270,3
7271,2
7272,1
7273,3
7274,3
7275,3
7277,1
7278,1
7279,1
7281,1
7283,2
7284,1
7286,1
7287,2
7288,1
7290,3
7291,1
7292,3
7293,3
7294,5
7295,4
7296,2
7297,1
7299,1
7301,2
7302,1
7303,1
7307,1
7309,1
7310,1
7313,4
7314,5
7315,2
7318,1
7319,3
7320,3
7321,2
7322,3
7323,3
7324,1
7325,3
7326,1
7327,5
7328,2
7329,4
7330,3
7331,4
7332,3
7333,4
7334,2
7335,2
7336,3
7337,1
7338,3
7339,4
7340,2
7341,1
7343,1
7344,4
7345,2
7346,2
7347,2
7348,2
7349,5
7350,4
7351,3
7352,2
7353,1
7354,1
7355,3
7356,1
7357,1
7358,2
7359,3
7360,2
7365,1
7366,1
7367,2
7368,3
7370,1
7371,2
7372,4
7373,4
7374,3
7375,4
7376,3
7377,3
7378,2
7379,2
7380,3
7381,2
7382,1
7383,2
7384,2
7385,2
7386,2
7388,1
7391,2
7392,2
7393,2
7395,1
7396,3
7397,3
7398,1
7399,1
7400,1
7401,3
7402,4
7403,2
7406,1
7407,2
7408,4
7409,2
7410,2
7411,2
7412,2
7413,1
7414,1
7416,2
7417,2
7418,1
7421,1
7422,2
7423,1
7424,1
7425,1
7426,1
7427,1
7428,2
7429,3
7430,2
7431,1
7432,2
7433,4
7434,5
7435,1
7436,1
7437,1
7438,1
7439,1
7440,3
7441,1
7442,1
7444,1
7447,1
7451,2
7452,2
7453,3
7454,1
7455,2
7456,2
7457,3
7458,3
7459,3
7460,3
7461,3
7462,1
7463,1
7464,3
7465,2
7466,1
7467,3
7468,1
7470,1
7471,2
7472,3
7473,2
7475,1
7476,2
7481,1
7483,1
7484,1
7487,1
7489,1
7491,3
7492,2
7493,2
7494,3
7495,1
7496,1
7500,1
7501,1
7502,2
7503,1
7504,1
7506,2
7507,2
7508,3
7509,2
7510,5
7511,2
7512,3
7513,3
7514,1
7515,1
7517,2
7519,1
7521,2
7522,2
7523,2
7524,2
7525,4
7526,2
7527,4
7528,2
7529,2
7530,3
7531,5
7532,3
7533,3
7534,3
7535,1
7536,2
7537,5
7538,5
7539,1
7540,1
7541,3
7542,6
7543,4
7544,3
7545,2
7546,2
7547,1
7550,2
7551,1
7552,1
7553,4
7554,3
7555,2
7559,1
7560,2
7561,2
7562,3
7563,2
7564,1
7565,1
7566,3
7567,2
7568,2
7569,2
7570,1
7571,2
7572,2
7573,2
7574,2
7575,1
7576,1
7577,3
7578,3
7579,2
7580,1
7582,1
7583,1
7584,3
7585,2
7586,3
7587,2
7588,1
7590,1
7594,2
7595,2
7596,2
7597,1
7598,2
7600,1
7601,1
7602,1
7603,2
7604,4
7605,2
7606,2
7607,3
7608,3
7609,1
7613,1
7614,2
7615,2
7616,2
7617,3
7618,1
7619,2
7620,4
7621,2
7622,2
7623,1
7624,1
7625,2
7626,1
7627,1
7628,3
7629,1
7633,1
7634,3
7635,1
7640,2
7641,1
7642,2
7643,2
7644,1
7645,2
7647,3
7648,4
7649,6
7650,3
7651,2
7652,1
7655,1
7656,1
7657,3
7658,1
7659,1
7660,1
7662,2
7663,1
7664,2
7666,1
7667,1
7668,2
7669,1
7670,2
7671,3
7672,3
7673,5
7674,3
7675,3
7676,1
7677,4
7678,6
7679,3
7680,1
7681,2
7683,1
7685,1
7686,4
7687,3
7688,3
7689,2
7690,2
7691,1
7692,2
7693,3
7694,2
7695,2
7696,1
7697,1
7698,2
7699,2
7700,3
7701,2
7703,1
7704,1
7705,2
7706,1
7707,1
7709,1
7710,1
7711,1
7712,1
7718,1
7719,2
7720,1
7721,1
7723,1
7725,1
7726,1
7730,1
7732,1
7733,1
7736,1
7737,2
7738,1
7739,1
7740,1
7741,1
7742,1
7743,1
7744,4
7745,4
7746,4
7747,3
7748,2
7749,1
7750,1
7752,2
7753,2
7754,3
7755,1
7756,1
7757,2
7758,2
7759,2
7760,1
7761,1
7762,2
7763,1
7764,1
7765,2
7767,1
7768,2
7769,2
7770,1
7771,1
7772,3
7773,4
7774,4
7775,2
7776,1
7777,1
7778,1
7779,1
7780,2
7781,2
7782,3
7783,2
7784,2
7785,2
7786,1
7787,1
7788,1
7791,1
7792,1
7793,1
7796,4
7797,3
7798,2
7805,1
7806,1
7807,1
7808,3
7809,2
7810,3
7811,1
7812,1
7813,2
7814,1
7816,2
7817,1
7818,1
7821,1
7822,1
7825,3
7826,2
7829,1
7830,1
7831,1
7832,2
7833,2
7834,3
7835,2
7836,1
7837,4
7838,3
7839,3
7840,2
7841,4
7842,1
7843,2
7844,3
7845,3
7846,4
7847,3
7849,2
7850,2
7851,4
7852,3
7853,1
7854,1
7855,2
7856,1
7857,2
7858,2
7859,2
7860,1
7861,4
7862,3
7863,4
7864,2
7865,3
7866,3
7867,1
7868,2
7869,2
7870,3
7871,1
7872,1
7873,1
7874,1
7875,2
7878,1
7880,1
7881,2
7882,1
7889,1
7890,2
7892,1
7894,1
7899,1
7901,1
7902,1
7903,3
7904,2
7905,3
7906,2
7907,5
7908,2
7909,4
7910,2
7912,2
7913,2
7914,3
7915,1
7916,1
7917,1
7918,2
7919,3
7920,2
7921,3
7922,2
7923,3
7924,3
7925,4
7926,3
7927,2
7930,2
7931,4
7932,2
7933,2
7934,1
7935,3
7936,3
7937,1
7938,1
7939,1
7940,1
7941,1
7942,1
7943,1
7947,1
7948,3
7949,1
7950,1
7951,2
7952,3
7953,2
7954,1
7955,2
7956,3
7958,1
7959,2
7960,1
7961,1
7962,1
7966,3
7967,1
7968,1
7970,2
7971,1
7972,4
7973,4
7974,3
7975,2
7976,2
7977,2
7978,2
7979,4
7980,3
7981,4
7982,4
7983,1
7984,2
7985,1
7986,1
7995,1
7996,1
7997,1
7998,3
7999,1
8000,1
8001,1
8002,3
8003,1
8007,1
8009,1
8010,1
8011,1
8012,2
8013,2
8014,2
8015,2
8016,1
8017,2
8018,3
8019,4
8020,5
8021,6
8022,4
8023,5
8024,4
8025,2
8026,4
8027,4
8028,4
8029,3
8030,1
8031,1
8033,1
8034,3
8035,1
8037,1
8038,2
8039,1
8040,2
8041,2
8043,1
8044,1
8045,3
8046,3
8047,4
8048,4
8049,2
8050,2
8051,2
8052,1
8053,2
8054,1
8055,2
8056,2
8057,2
8058,2
8059,3
8060,3
8061,2
8062,2
8063,1
8064,1
8065,3
8066,4
8067,3
8068,1
8069,3
8070,2
8073,1
8075,1
8076,1
8077,1
8078,3
8079,4
8080,3
8081,5
8082,4
8083,2
8085,1
8086,2
8087,1
8089,1
8090,2
8091,2
8093,1
8094,1
8096,2
8097,3
8098,1
8099,1
8100,3
8101,1
8102,2
8104,1
8106,1
8109,1
8111,1
8113,1
8114,1
8115,1
8117,2
8118,1
8119,1
8124,1
8126,1
8127,2
8128,1
8129,2
8130,1
8131,2
8134,1
8136,1
8137,1
8138,1
8139,1
8140,1
8142,3
8147,1
8149,3
8150,1
8157,1
8158,1
8159,2
8160,1
8161,4
8162,4
8163,5
8164,4
8165,4
8166,1
8169,3
8170,3
8171,2
8172,2
8173,3
8174,1
8175,1
8176,1
8177,2
8178,1
8179,1
8180,1
8181,1
8182,1
8183,1
8184,1
8186,1
8187,1
8188,3
8189,1
8190,1
8191,1
8192,2
8193,2
8194,1
8195,2
8196,3
8197,3
8198,2
8199,1
8200,1
8202,3
8203,3
8204,4
8205,4
8206,2
8207,1
8208,1
8209,1
8211,1
8212,2
8213,1
8215,3
8216,3
8217,2
8218,2
8219,1
8220,1
8223,1
8224,2
8226,1
8227,1
8228,1
8230,1
8231,2
8232,3
8233,2
8234,2
8235,5
8236,4
8237,3
8238,3
8239,2
8241,1
8242,2
8243,1
8244,2
8245,1
8246,1
8247,1
8249,1
8250,1
8253,1
8257,1
8258,2
8259,2
8260,2
8261,1
8262,2
8263,1
8267,1
8268,1
8269,1
8270,1
8279,1
8280,1
8282,2
8285,2
8288,1
8289,1
8290,2
8291,1
8292,1
8293,2
8294,4
8295,3
8296,1
8297,1
8298,1
8299,3
8300,2
8302,2
8303,1
8304,1
8306,1
8307,2
8308,2
8309,2
8310,1
8311,1
8313,2
8314,3
8315,3
8316,2
8317,2
8318,3
8319,3
8320,1
8321,2
8322,2
8323,6
8324,1
8325,1
8326,3
8327,1
8328,1
8329,3
8330,1
8331,1
8333,2
8339,1
8340,1
8342,1
8345,1
8348,1
8349,2
8350,2
8351,1
8352,2
8353,2
8354,1
8355,2
8356,3
8357,1
8359,1
8360,2
8361,2
8364,2
8365,1
8366,1
8367,3
8368,2
8369,2
8370,2
8371,2
8372,1
8373,1
8374,2
8375,3
8376,2
8377,2
8378,1
8379,1
8380,1
8381,1
8382,1
8383,2
8384,3
8385,2
8386,2
8387,2
8388,2
8390,1
8392,1
8393,1
8395,3
8396,1
8397,2
8398,1
8400,1
8403,1
8404,2
8405,1
8406,2
8407,3
8408,3
8409,1
8410,1
8412,1
8413,1
8414,1
8416,2
8417,3
8418,1
8419,1
8420,3
8421,3
8422,3
8423,2
8424,1
8425,1
8426,1
8427,2
8428,3
8429,2
8430,3
8431,3
8432,2
8433,1
8434,2
8435,1
8436,3
8437,4
8438,2
8439,3
8440,2
8441,2
8442,1
8443,4
8444,4
8445,3
8446,2
8447,4
8448,5
8449,3
8450,1
8452,1
8453,1
8457,1
8458,1
8459,1
8461,1
8464,1
8465,1
8466,2
8467,1
8470,2
8471,2
8472,2
8473,3
8474,1
8475,1
8476,2
8477,1
8478,1
8479,2
8480,1
8483,2
8484,2
8485,2
8486,2
8487,2
8488,2
8494,1
8496,1
8499,1
8502,1
8503,4
8504,3
8505,4
8506,3
8507,2
8508,2
8509,1
8510,1
8512,1
8513,4
8514,3
8515,3
8516,3
8517,1
8518,2
8519,2
8520,2
8521,3
8522,2
8523,1
8525,1
8529,1
8530,3
8531,2
8532,1
8533,2
8535,1
8538,2
8540,1
8542,3
8543,5
8544,3
8545,3
8546,3
8547,2
8548,2
8549,1
8550,1
8551,2
8552,2
8554,2
8555,1
8558,1
8559,1
8560,1
8561,1
8562,1
8563,2
8564,1
8565,1
8566,1
8567,1
8569,1
8570,4
8571,1
8572,2
8573,2
8574,1
8575,1
8576,1
8577,1
8578,1
8579,2
8581,2
8584,1
8585,1
8591,1
8596,1
8598,1
8599,1
8600,1
8603,2
8608,1
8611,1
8615,1
8616,3
8617,1
8618,1
8619,3
8620,1
8621,1
8623,1
8626,2
8627,3
8631,2
8632,2
8634,1
8635,1
8636,1
8637,2
8638,1
8639,3
8640,5
8641,3
8642,2
8644,2
8645,2
8646,2
8647,2
8648,2
8658,1
8660,2
8661,2
8662,2
8669,1
8670,1
8671,1
8672,2
8676,1
8677,1
8678,1
8682,2
8683,3
8684,2
8685,1
8686,1
8688,2
8689,1
8690,1
8691,2
8692,1
8693,1
8697,2
8698,1
8699,2
8700,2
8701,1
8708,2
8711,1
8717,1
8719,1
8720,2
8721,1
8722,2
8723,2
8724,1
8725,1
8726,1
8734,1
8735,1
8739,1
8740,1
8747,1
8757,2
8760,2
8761,2
8762,2
8763,2
8764,3
8768,1
8769,1
8771,1
8772,2
8773,1
8774,2
8776,1
8777,2
8778,4
8779,4
8780,4
8781,3
8782,4
8783,1
8784,1
8785,2
8786,1
8787,2
8788,2
8789,1
8790,2
8792,1
8796,1
8797,1
8798,1
8799,1
8800,1
8801,1
8803,1
8806,1
8809,1
8815,2
8816,4
8817,3
8818,2
8819,2
8821,3
8822,2
8824,4
8825,2
8826,2
8827,2
8828,2
8829,3
8830,3
8831,1
8832,1
8833,1
8835,1
8836,1
8837,1
8838,2
8839,1
8840,1
8841,2
8842,1
8843,1
8844,2
8849,1
8851,1
8852,1
8853,1
8854,1
8855,2
8856,3
8857,2
8858,2
8859,4
8860,4
8861,2
8862,2
8863,2
8864,2
8865,1
8867,2
8868,1
8870,1
8874,1
8876,1
8879,1
8880,2
8882,1
8883,2
8884,2
8885,2
8886,2
8887,2
8888,1
8891,1
8892,3
8893,2
8894,1
8895,1
8896,2
8897,1
8898,1
8900,1
8901,1
8904,1
8905,1
8906,2
8909,1
8910,2
8911,1
8912,1
8913,1
8914,1
8916,1
8917,1
8918,2
8919,1
8920,2
8921,3
8922,4
8923,3
8924,4
8925,4
8928,1
8929,1
8930,2
8931,2
8932,1
8933,1
8934,1
8935,2
8936,2
8937,1
8939,2
8945,1
8946,1
8947,2
8948,4
8949,2
8950,1
8951,1
8952,2
8953,2
8955,1
8956,1
8957,1
8958,2
8959,1
8960,2
8961,2
8962,2
8963,2
8964,2
8965,2
8966,2
8967,1
8969,1
8970,1
8973,1
8974,2
8975,1
8976,2
8977,2
8978,2
8979,1
8980,1
8981,1
8984,2
8985,1
8986,1
8987,2
8988,1
8989,2
8990,4
8991,3
8992,3
8993,3
8994,2
8995,2
8996,1
8997,3
8998,2
8999,1
9002,2
9003,3
9004,2
9006,2
9007,1
9008,1
9015,1
9016,2
9017,2
9018,2
9019,3
9020,2
9021,2
9022,3
9023,2
9024,2
9025,2
9026,1
9027,1
9028,5
9029,1
9030,1
9031,2
9032,3
9033,2
9034,2
9035,2
9036,2
9037,2
9038,1
9039,1
9040,1
9041,2
9042,1
9043,1
9045,2
9047,2
9052,1
9055,1
9056,2
9057,1
9058,1
9059,2
9060,1
9061,1
9062,2
9063,3
9064,2
9065,2
9066,2
9067,2
9068,3
9069,1
9070,1
9071,1
9072,2
9073,3
9076,1
9077,3
9078,3
9079,2
9080,2
9081,1
9083,1
9084,1
9085,4
9086,2
9091,2
9092,1
9093,4
9094,2
9095,1
9096,1
9097,1
9098,3
9099,1
9100,3
9101,3
9102,2
9103,1
9106,1
9108,1
9109,1
9114,1
9115,2
9116,1
9117,1
9120,1
9121,2
9122,2
9123,3
9124,2
9128,1
9131,1
9132,1
9133,2
9134,1
9135,1
9139,2
9140,1
9141,2
9142,2
9143,2
9144,2
9145,1
9146,1
9147,1
9148,1
9149,2
9150,1
9151,1
9152,2
9153,1
9157,2
9158,2
9159,1
9160,2
9161,1
9162,1
9166,2
9167,1
9168,1
9170,1
9178,1
9179,1
9180,1
9181,1
9182,1
9183,1
9184,2
9185,1
9187,1
9188,1
9189,2
9190,2
9191,2
9193,1
9195,1
9196,1
9197,1
9206,1
9207,1
9208,2
9209,1
9210,1
9214,1
9215,2
9216,1
9217,1
9219,1
9220,1
9221,2
9222,5
9223,1
9224,1
9225,1
9227,1
9228,1
9229,3
9230,3
9231,3
9232,1
9233,2
9236,1
9237,1
9238,1
9239,2
9240,2
9241,1
9242,1
9243,1
9244,3
9245,2
9247,3
9248,2
9249,3
9250,2
9251,1
9255,1
9256,1
9260,2
9261,1
9265,1
9266,1
9268,2
9269,2
9270,1
9272,1
9274,1
9285,1
9287,1
9288,3
9289,2
9290,2
9291,1
9303,1
9304,1
9306,1
9307,2
9308,3
9309,2
9310,2
9311,1
9312,1
9314,2
9315,1
9317,1
9318,3
9319,1
9322,1
9325,2
9326,1
9327,1
9328,1
9329,3
9330,2
9331,2
9332,2
9333,2
9334,1
9338,1
9339,3
9340,1
9341,3
9342,3
9343,4
9344,2
9345,3
9346,2
9347,6
9348,5
9349,6
9350,4
9351,3
9354,1
9355,1
9357,1
9358,1
9363,1
9364,2
9365,1
9366,1
9367,1
9368,4
9369,4
9370,2
9371,2
9372,4
9373,4
9374,3
9375,2
9376,5
9377,4
9378,2
9379,1
9380,4
9381,2
9382,3
9383,2
9384,3
9385,4
9386,4
9387,3
9388,3
9389,3
9390,1
9391,1
9392,1
9393,1
9394,1
9395,2
9396,3
9397,1
9398,1
9399,1
9400,1
9401,1
9402,1
9403,1
9404,2
9405,1
9408,1
9409,1
9410,2
9411,2
9412,1
9413,3
9414,2
9418,2
9419,2
9420,2
9421,1
9422,2
9426,1
9428,1
9431,1
9433,1
9440,2
9446,1
9447,1
9448,1
9452,1
9457,2
9458,1
9459,1
9460,2
9461,1
9462,1
9463,2
9465,1
9466,3
9470,1
9471,1
9472,1
9478,1
9479,2
9480,1
9483,2
9484,1
9485,1
9493,2
9494,2
9496,1
9501,2
9502,3
9505,2
9506,2
9507,2
9508,3
9509,3
9510,2
9511,1
9512,1
9515,1
9516,3
9517,3
9518,1
9519,2
9520,2
9521,3
9522,2
9523,3
9524,3
9525,2
9528,1
9529,4
9530,2
9532,2
9533,1
9534,1
9537,1
9538,3
9539,2
9540,2
9541,1
9542,2
9543,1
9546,1
9547,2
9548,3
9549,3
9550,2
9551,2
9552,3
9553,5
9554,4
9555,4
9556,3
9557,3
9558,3
9559,3
9560,1
9562,1
9563,2
9564,2
9565,4
9566,1
9569,1
9570,1
9571,4
9573,1
9574,2
9575,1
9576,1
9577,1
9579,2
9580,1
9584,1
9585,1
9586,1
9587,1
9588,1
9589,1
9594,1
9606,1
9614,1
9618,2
9619,1
9621,2
9623,1
9626,1
9627,1
9628,1
9629,1
9630,2
9634,1
9635,2
9636,1
9637,1
9642,1
9643,1
9645,1
9646,1
9647,1
9648,3
9649,4
9650,1
9651,1
9653,2
9655,2
9656,1
9660,2
9663,1
9664,1
9665,3
9666,1
9672,1
9675,1
9676,1
9677,1
9678,1
9686,1
9687,2
9688,2
9689,2
9690,1
9692,1
9698,1
9699,1
9700,2
9701,2
9704,1
9705,1
9707,2
9708,1
9711,1
9712,1
9713,1
9717,1
9724,1
9725,1
9730,2
9731,1
9732,1
9733,1
9734,1
9737,1
9738,1
9739,1
9740,2
9741,1
9742,1
9743,1
9744,2
9745,1
9746,1
9749,2
9750,3
9751,2
9755,1
9756,3
9757,4
9758,1
9761,2
9762,2
9763,2
9764,1
9765,2
9766,2
9768,1
9774,1
9775,1
9780,1
9781,1
9783,2
9784,1
9785,1
9786,2
9787,1
9788,1
9789,2
9790,3
9791,2
9792,1
9793,4
9794,2
9795,3
9796,2
9797,1
9798,1
9799,1
